zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26412,-79.96377,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,16,TARDE,OTRAS
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,VENTANAS,-1.34601,-79.52024,RURAL,HACIENDAS,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,41,MUJER,MESTIZO/A,SOLTERO,ECUADOR,FISICA,1,0,9,MANANA,OTRAS
ZONA 7,ZAMORA CHINCHIPE,PAQUISHA,ZAMORA CHINCHIPE,NANGARITZA,-4.04542,-78.63378,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),49,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.54736,-79.54602,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,18,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.11938,-79.55391,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GUAYAS,GUAYAQUIL,-2.19339,-79.90332,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,21,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.09721424934059,-79.9825222494837,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,73,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,1,MADRUGADA,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.89841,-79.63017,URBANO,CANCHAS DE USO MULTIPLE,PUBLICO,DELINCUENCIA COMUN,AMENAZA,39,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,0,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.23566,-80.05821,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,47,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.24509,-79.92532,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),29,HOMBRE,MULATO/A,SOLTERO,ECUADOR,NINGUNA,6,1,21,NOCHE,ARMA_FUEGO
ZONA 9,D.M. QUITO,MANUELA SAENZ,PICHINCHA,QUITO,-0.21511,-78.49756,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,30,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.923977,-78.593744,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,7,MANANA,ARMA_CONTUNDENTE
ZONA 2,ORELLANA,ORELLANA LORETO,ORELLANA,FRANCISCO DE ORELLANA,-0.44036,-77.00504,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,23,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.1209,-79.98589,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,6,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.2399938,-79.9099619,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,22,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.8069139999999897,-79.531068,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,23,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,PORTOVIEJO,MANABI,PORTOVIEJO,-1.01677,-80.38682,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,14,TARDE,OTRAS
ZONA 6,MORONA SANTIAGO,SUR - MORONA,MORONA SANTIAGO,GUALAQUIZA,-3.4977,-78.4194,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,16,TARDE,ARMA_BLANCA
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.04916,-79.51201,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,MESTIZO/A,CASADO,COLOMBIA,NINGUNA,0,0,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0515,-79.94288,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,3,MADRUGADA,OTRAS
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.21877,-79.938,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,23,NOCHE,ARMA_FUEGO
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,HUAQUILLAS,-3.48019,-80.22524,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,78,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,15,TARDE,ARMA_BLANCA
ZONA 3,CHIMBORAZO,RIOBAMBA,CHIMBORAZO,RIOBAMBA,-1.64796,-78.65029,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,6,MANANA,ARMA_BLANCA
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-2.75352,-79.40797,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO EN EJES VIALES O CARRETERAS,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,11,MANANA,OTRAS
ZONA 2,PICHINCHA,CAYAMBE,PICHINCHA,CAYAMBE,-0.11361,-78.13072,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,BALAO,-2.92237,-79.76777,RURAL,HACIENDAS,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,48,HOMBRE,MESTIZO/A,EN UNION DE HECHO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,MODELO,GUAYAS,GUAYAQUIL,-2.12700795423109,-79.8903827369213,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,21,NOCHE,ARMA_FUEGO
ZONA 9,D.M. QUITO,CALDERON,PICHINCHA,QUITO,-0.11166,-78.4296,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,78,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,16,TARDE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.23232770024698,-79.8948898316303,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,12,TARDE,ARMA_FUEGO
ZONA 7,LOJA,LOJA,LOJA,LOJA,-3.7942127,-79.2822065,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,27,HOMBRE,MULATO/A,SOLTERO,ECUADOR,NINGUNA,1,0,2,MADRUGADA,ARMA_FUEGO
ZONA 1,SUCUMBIOS,SHUSHUFINDI,SUCUMBIOS,SHUSHUFINDI,-0.21744,-76.67463,URBANO,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),19,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,22,NOCHE,ARMA_BLANCA
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26394,-79.96377,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,14,TARDE,OTRAS
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,VALENCIA,-0.95403,-79.34844,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,23,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.1726806247104,-79.8482827842236,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,11,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,SAMBORONDON,GUAYAS,SAMBORONDON,-1.95572,-79.72802,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,43,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,5,MADRUGADA,OTRAS
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.3002387,-78.56230399999998,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,30,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,23,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.23202,-79.91002,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,20,MUJER,MULATO/A,SOLTERO,ECUADOR,NINGUNA,5,1,0,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.91575,-79.44516,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,19,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.26763,-79.37318,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-3.96978,-79.2106,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,1,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,FLORIDA,GUAYAS,GUAYAQUIL,-2.18927,-79.94649,URBANO,HOSPITALES,PRIVADO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,17,TARDE,ARMA_BLANCA
ZONA 5,GUAYAS,DAULE,GUAYAS,DAULE,-1.84978,-79.99584,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,6,MANANA,ARMA_BLANCA
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,ARENILLAS,-3.53749,-80.06724,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.48592,-79.46187,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,2,MADRUGADA,OTRAS
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.87153,-78.63105,RURAL,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,2,0,16,TARDE,OTRAS
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.54142,-79.26714,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,52,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,20,NOCHE,ARMA_BLANCA
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,MOCACHE,-1.12439,-79.47101,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,18,NOCHE,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00449,-79.19315,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,5,MADRUGADA,OTRAS
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.87268,-79.4918,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 3,TUNGURAHUA,PATATE,TUNGURAHUA,SAN PEDRO DE PELILEO,-1.34616099999999,-78.587328,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,68,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,19,NOCHE,ARMA_CONTUNDENTE
ZONA 2,ORELLANA,ORELLANA LORETO,ORELLANA,FRANCISCO DE ORELLANA,-0.94802,-76.91572,RURAL,"TIENDAS, MICROMERCADO, ABARROTES",PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,26,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,15,TARDE,ARMA_CONTUNDENTE
ZONA 5,BOLIVAR,SAN MIGUEL,BOLIVAR,SAN MIGUEL,-1.72662058577065,-79.0363183000591,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,54,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_FUEGO
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,HUAQUILLAS,-3.481312,-80.242788,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,58,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,1,0,7,MANANA,ARMA_FUEGO
ZONA 3,TUNGURAHUA,AMBATO SUR,TUNGURAHUA,AMBATO,-1.24296,-78.62217,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,65,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,VISUAL,6,1,16,TARDE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.59371,-79.60507,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,5,MADRUGADA,ARMA_BLANCA
ZONA 5,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,-2.1874568999999906,-80.3583813,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,24,HOMBRE,BLANCO/A,SOLTERO,ECUADOR,NINGUNA,1,0,2,MADRUGADA,ARMA_FUEGO
ZONA 1,IMBABURA,TIERRA DEL SOL,IMBABURA,COTACACHI,0.3128,-78.24632,RURAL,HACIENDAS,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.26261309999999,-79.88858829999998,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,23,NOCHE,ARMA_FUEGO
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.32615,-79.81107,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,14,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.07469,-79.92364,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),47,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,ARMA_FUEGO
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.25057,-79.95676,URBANO,VIA PUBLICA,PUBLICO,TERRORISMO,TERRORISMO,47,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,23,NOCHE,OTRAS
ZONA 5,GUAYAS,JUJAN SIMON BOLIVAR,GUAYAS,SIMON BOLIVAR,-2.08687,-79.44066,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,ARMA_FUEGO
ZONA 1,SUCUMBIOS,LAGO AGRIO,SUCUMBIOS,LAGO AGRIO,0.08149191943652849,-76.9382729535573,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,20,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.71621,-79.37832,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,19,NOCHE,OTRAS
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-2.86616809267929,-79.0409662127058,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,VIOLACION SEXUAL (DESCONOCIDO),47,MUJER,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,4,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.97554,-79.65272,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.22248,-79.94682,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,19,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.0886,-79.59899,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,27,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,19,NOCHE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.21805696791783,-79.9318423453231,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,38,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,1,0,23,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.68344,-79.61415,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,5,MADRUGADA,ARMA_BLANCA
ZONA 1,CARCHI,TULCAN,CARCHI,TULCAN,0.826,-77.70778,URBANO,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,59,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,2,MADRUGADA,OTRAS
ZONA 3,PASTAZA,PASTAZA,PASTAZA,PASTAZA,-1.73183,-77.49341,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_BLANCA
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.0044,-79.19329,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,8,MANANA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,TUMBACO,PICHINCHA,QUITO,-0.09748,-78.28962,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,13,TARDE,OTRAS
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.97743,-80.72025,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,19,NOCHE,ARMA_FUEGO
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.18783,-78.51331,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,37,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,1,MADRUGADA,ARMA_BLANCA
ZONA 9,D.M. QUITO,LA DELICIA,PICHINCHA,QUITO,-0.08303099999999988,-78.50794899999998,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,0,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.37657,-79.78617,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,64,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,20,NOCHE,OTRAS
ZONA 1,ESMERALDAS,RIO VERDE,ESMERALDAS,RIOVERDE,1.07002,-79.41467,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,62,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,0,0,8,MANANA,ARMA_BLANCA
ZONA 1,SUCUMBIOS,SHUSHUFINDI,SUCUMBIOS,SHUSHUFINDI,-0.12301,-76.64982,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,0,0,2,MADRUGADA,ARMA_BLANCA
ZONA 1,SUCUMBIOS,SUCUMBIOS,SUCUMBIOS,CASCALES,0.17439,-77.12389,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,ARMA_FUEGO
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.26379,-78.54227,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,29,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_BLANCA
ZONA 1,ESMERALDAS,QUININDE,ESMERALDAS,QUININDE,0.46215,-79.2461,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,58,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.04547,-79.94492,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,5,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABA,-1.56563153811707,-79.6273269318044,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,5,MADRUGADA,ARMA_FUEGO
